x	y	label	showSelected1	showSelected2	group
2.5	1	Identify.a.process.for.monitoring.progress.of.t...	Identify.a.process.for.monitoring.progress.of.t...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	111
2.5	1	Administer.Self.Assessment.Practice.Profile.at....	Administer.Self.Assessment.Practice.Profile.at....	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	130
2.5	1	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	149
2.5	1	Use.technology.to.increase.the.quality.and.time...	Use.technology.to.increase.the.quality.and.time...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	168
2.5	1	Participate.in.regional..cadre..and.state.event...	Participate.in.regional..cadre..and.state.event...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	187
2.5	1	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	206
2.5	1	Develop.and.implement.protocol.for.conducting.w...	Develop.and.implement.protocol.for.conducting.w...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	225
2.5	1	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	244
2.5	1	Establish.district..and.building.level.goal.s.....	Establish.district..and.building.level.goal.s.....	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	263
2.5	1	Revisit.and.revise.PD.plans.based.on.data.	Revisit.and.revise.PD.plans.based.on.data.	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	282
2.5	1	Develop.timelines.and.expectations.aligning.imp...	Develop.timelines.and.expectations.aligning.imp...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	301
2.5	1	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	320
5	1	Teacher_leader_growth_mindset_In_Place	Teacher_leader_growth_mindset_In_Place	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	339
8.5	1	Total_amount_in_place	Total_amount_in_place	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	358
2.5	1	Form.district.leadership.team..DLT....see.Bluep...	Form.district.leadership.team..DLT....see.Bluep...	Develop.and.implement.protocol.for.conducting.w...	8
2.5	1	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Develop.and.implement.protocol.for.conducting.w...	27
2.5	1	Designate.building.level.contact.person..for.ea...	Designate.building.level.contact.person..for.ea...	Develop.and.implement.protocol.for.conducting.w...	46
2.5	1	Develop.protocol.for.maintaining.ongoing.commun...	Develop.protocol.for.maintaining.ongoing.commun...	Develop.and.implement.protocol.for.conducting.w...	65
2.5	1	Develop.a.district.wide.plan.for.consistent.and...	Develop.a.district.wide.plan.for.consistent.and...	Develop.and.implement.protocol.for.conducting.w...	84
2.5	1	Identify.a.process.for.monitoring.progress.of.t...	Identify.a.process.for.monitoring.progress.of.t...	Develop.and.implement.protocol.for.conducting.w...	103
2.5	1	Administer.Self.Assessment.Practice.Profile.at....	Administer.Self.Assessment.Practice.Profile.at....	Develop.and.implement.protocol.for.conducting.w...	122
2.5	1	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Develop.and.implement.protocol.for.conducting.w...	141
2.5	1	Use.technology.to.increase.the.quality.and.time...	Use.technology.to.increase.the.quality.and.time...	Develop.and.implement.protocol.for.conducting.w...	160
2.5	1	Participate.in.regional..cadre..and.state.event...	Participate.in.regional..cadre..and.state.event...	Develop.and.implement.protocol.for.conducting.w...	179
2.5	1	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Develop.and.implement.protocol.for.conducting.w...	198
2.5	1	Develop.and.implement.protocol.for.conducting.w...	Develop.and.implement.protocol.for.conducting.w...	Develop.and.implement.protocol.for.conducting.w...	217
2.5	1	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Develop.and.implement.protocol.for.conducting.w...	236
2.5	1	Establish.district..and.building.level.goal.s.....	Establish.district..and.building.level.goal.s.....	Develop.and.implement.protocol.for.conducting.w...	255
2.5	1	Revisit.and.revise.PD.plans.based.on.data.	Revisit.and.revise.PD.plans.based.on.data.	Develop.and.implement.protocol.for.conducting.w...	274
2.5	1	Develop.timelines.and.expectations.aligning.imp...	Develop.timelines.and.expectations.aligning.imp...	Develop.and.implement.protocol.for.conducting.w...	293
2.5	1	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Develop.and.implement.protocol.for.conducting.w...	312
5	1	Teacher_leader_growth_mindset_In_Place	Teacher_leader_growth_mindset_In_Place	Develop.and.implement.protocol.for.conducting.w...	331
8.5	1	Total_amount_in_place	Total_amount_in_place	Develop.and.implement.protocol.for.conducting.w...	350
2.5	1	Form.district.leadership.team..DLT....see.Bluep...	Form.district.leadership.team..DLT....see.Bluep...	Annually..summarize.district.wide.fidelity.and....	4
2.5	1	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Annually..summarize.district.wide.fidelity.and....	23
2.5	1	Designate.building.level.contact.person..for.ea...	Designate.building.level.contact.person..for.ea...	Annually..summarize.district.wide.fidelity.and....	42
2.5	1	Develop.protocol.for.maintaining.ongoing.commun...	Develop.protocol.for.maintaining.ongoing.commun...	Annually..summarize.district.wide.fidelity.and....	61
2.5	1	Develop.a.district.wide.plan.for.consistent.and...	Develop.a.district.wide.plan.for.consistent.and...	Annually..summarize.district.wide.fidelity.and....	80
2.5	1	Identify.a.process.for.monitoring.progress.of.t...	Identify.a.process.for.monitoring.progress.of.t...	Annually..summarize.district.wide.fidelity.and....	99
2.5	1	Administer.Self.Assessment.Practice.Profile.at....	Administer.Self.Assessment.Practice.Profile.at....	Annually..summarize.district.wide.fidelity.and....	118
2.5	1	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Annually..summarize.district.wide.fidelity.and....	137
2.5	1	Use.technology.to.increase.the.quality.and.time...	Use.technology.to.increase.the.quality.and.time...	Annually..summarize.district.wide.fidelity.and....	156
2.5	1	Participate.in.regional..cadre..and.state.event...	Participate.in.regional..cadre..and.state.event...	Annually..summarize.district.wide.fidelity.and....	175
2.5	1	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Annually..summarize.district.wide.fidelity.and....	194
2.5	1	Develop.and.implement.protocol.for.conducting.w...	Develop.and.implement.protocol.for.conducting.w...	Annually..summarize.district.wide.fidelity.and....	213
2.5	1	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	232
2.5	1	Establish.district..and.building.level.goal.s.....	Establish.district..and.building.level.goal.s.....	Annually..summarize.district.wide.fidelity.and....	251
2.5	1	Revisit.and.revise.PD.plans.based.on.data.	Revisit.and.revise.PD.plans.based.on.data.	Annually..summarize.district.wide.fidelity.and....	270
2.5	1	Develop.timelines.and.expectations.aligning.imp...	Develop.timelines.and.expectations.aligning.imp...	Annually..summarize.district.wide.fidelity.and....	289
2.5	1	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Annually..summarize.district.wide.fidelity.and....	308
5	1	Teacher_leader_growth_mindset_In_Place	Teacher_leader_growth_mindset_In_Place	Annually..summarize.district.wide.fidelity.and....	327
8.5	1	Total_amount_in_place	Total_amount_in_place	Annually..summarize.district.wide.fidelity.and....	346
2.5	1	Form.district.leadership.team..DLT....see.Bluep...	Form.district.leadership.team..DLT....see.Bluep...	Establish.district..and.building.level.goal.s.....	11
2.5	1	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Establish.district..and.building.level.goal.s.....	30
2.5	1	Designate.building.level.contact.person..for.ea...	Designate.building.level.contact.person..for.ea...	Establish.district..and.building.level.goal.s.....	49
2.5	1	Develop.protocol.for.maintaining.ongoing.commun...	Develop.protocol.for.maintaining.ongoing.commun...	Establish.district..and.building.level.goal.s.....	68
2.5	1	Develop.a.district.wide.plan.for.consistent.and...	Develop.a.district.wide.plan.for.consistent.and...	Establish.district..and.building.level.goal.s.....	87
2.5	1	Identify.a.process.for.monitoring.progress.of.t...	Identify.a.process.for.monitoring.progress.of.t...	Establish.district..and.building.level.goal.s.....	106
2.5	1	Administer.Self.Assessment.Practice.Profile.at....	Administer.Self.Assessment.Practice.Profile.at....	Establish.district..and.building.level.goal.s.....	125
2.5	1	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Establish.district..and.building.level.goal.s.....	144
2.5	1	Use.technology.to.increase.the.quality.and.time...	Use.technology.to.increase.the.quality.and.time...	Establish.district..and.building.level.goal.s.....	163
2.5	1	Participate.in.regional..cadre..and.state.event...	Participate.in.regional..cadre..and.state.event...	Establish.district..and.building.level.goal.s.....	182
2.5	1	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Establish.district..and.building.level.goal.s.....	201
2.5	1	Develop.and.implement.protocol.for.conducting.w...	Develop.and.implement.protocol.for.conducting.w...	Establish.district..and.building.level.goal.s.....	220
2.5	1	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Establish.district..and.building.level.goal.s.....	239
2.5	1	Establish.district..and.building.level.goal.s.....	Establish.district..and.building.level.goal.s.....	Establish.district..and.building.level.goal.s.....	258
2.5	1	Revisit.and.revise.PD.plans.based.on.data.	Revisit.and.revise.PD.plans.based.on.data.	Establish.district..and.building.level.goal.s.....	277
2.5	1	Develop.timelines.and.expectations.aligning.imp...	Develop.timelines.and.expectations.aligning.imp...	Establish.district..and.building.level.goal.s.....	296
2.5	1	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Establish.district..and.building.level.goal.s.....	315
5	1	Teacher_leader_growth_mindset_In_Place	Teacher_leader_growth_mindset_In_Place	Establish.district..and.building.level.goal.s.....	334
8.5	1	Total_amount_in_place	Total_amount_in_place	Establish.district..and.building.level.goal.s.....	353
2.5	1	Form.district.leadership.team..DLT....see.Bluep...	Form.district.leadership.team..DLT....see.Bluep...	Revisit.and.revise.PD.plans.based.on.data.	15
2.5	1	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Revisit.and.revise.PD.plans.based.on.data.	34
2.5	1	Designate.building.level.contact.person..for.ea...	Designate.building.level.contact.person..for.ea...	Revisit.and.revise.PD.plans.based.on.data.	53
2.5	1	Develop.protocol.for.maintaining.ongoing.commun...	Develop.protocol.for.maintaining.ongoing.commun...	Revisit.and.revise.PD.plans.based.on.data.	72
2.5	1	Develop.a.district.wide.plan.for.consistent.and...	Develop.a.district.wide.plan.for.consistent.and...	Revisit.and.revise.PD.plans.based.on.data.	91
2.5	1	Identify.a.process.for.monitoring.progress.of.t...	Identify.a.process.for.monitoring.progress.of.t...	Revisit.and.revise.PD.plans.based.on.data.	110
2.5	1	Administer.Self.Assessment.Practice.Profile.at....	Administer.Self.Assessment.Practice.Profile.at....	Revisit.and.revise.PD.plans.based.on.data.	129
2.5	1	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Revisit.and.revise.PD.plans.based.on.data.	148
2.5	1	Use.technology.to.increase.the.quality.and.time...	Use.technology.to.increase.the.quality.and.time...	Revisit.and.revise.PD.plans.based.on.data.	167
2.5	1	Participate.in.regional..cadre..and.state.event...	Participate.in.regional..cadre..and.state.event...	Revisit.and.revise.PD.plans.based.on.data.	186
2.5	1	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Revisit.and.revise.PD.plans.based.on.data.	205
2.5	1	Develop.and.implement.protocol.for.conducting.w...	Develop.and.implement.protocol.for.conducting.w...	Revisit.and.revise.PD.plans.based.on.data.	224
2.5	1	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Revisit.and.revise.PD.plans.based.on.data.	243
2.5	1	Establish.district..and.building.level.goal.s.....	Establish.district..and.building.level.goal.s.....	Revisit.and.revise.PD.plans.based.on.data.	262
2.5	1	Revisit.and.revise.PD.plans.based.on.data.	Revisit.and.revise.PD.plans.based.on.data.	Revisit.and.revise.PD.plans.based.on.data.	281
2.5	1	Develop.timelines.and.expectations.aligning.imp...	Develop.timelines.and.expectations.aligning.imp...	Revisit.and.revise.PD.plans.based.on.data.	300
2.5	1	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Revisit.and.revise.PD.plans.based.on.data.	319
5	1	Teacher_leader_growth_mindset_In_Place	Teacher_leader_growth_mindset_In_Place	Revisit.and.revise.PD.plans.based.on.data.	338
8.5	1	Total_amount_in_place	Total_amount_in_place	Revisit.and.revise.PD.plans.based.on.data.	357
2.5	1	Form.district.leadership.team..DLT....see.Bluep...	Form.district.leadership.team..DLT....see.Bluep...	Develop.timelines.and.expectations.aligning.imp...	10
2.5	1	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Develop.timelines.and.expectations.aligning.imp...	29
2.5	1	Designate.building.level.contact.person..for.ea...	Designate.building.level.contact.person..for.ea...	Develop.timelines.and.expectations.aligning.imp...	48
2.5	1	Develop.protocol.for.maintaining.ongoing.commun...	Develop.protocol.for.maintaining.ongoing.commun...	Develop.timelines.and.expectations.aligning.imp...	67
2.5	1	Develop.a.district.wide.plan.for.consistent.and...	Develop.a.district.wide.plan.for.consistent.and...	Develop.timelines.and.expectations.aligning.imp...	86
2.5	1	Identify.a.process.for.monitoring.progress.of.t...	Identify.a.process.for.monitoring.progress.of.t...	Develop.timelines.and.expectations.aligning.imp...	105
2.5	1	Administer.Self.Assessment.Practice.Profile.at....	Administer.Self.Assessment.Practice.Profile.at....	Develop.timelines.and.expectations.aligning.imp...	124
2.5	1	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Develop.timelines.and.expectations.aligning.imp...	143
2.5	1	Use.technology.to.increase.the.quality.and.time...	Use.technology.to.increase.the.quality.and.time...	Develop.timelines.and.expectations.aligning.imp...	162
2.5	1	Participate.in.regional..cadre..and.state.event...	Participate.in.regional..cadre..and.state.event...	Develop.timelines.and.expectations.aligning.imp...	181
2.5	1	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Develop.timelines.and.expectations.aligning.imp...	200
2.5	1	Develop.and.implement.protocol.for.conducting.w...	Develop.and.implement.protocol.for.conducting.w...	Develop.timelines.and.expectations.aligning.imp...	219
2.5	1	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Develop.timelines.and.expectations.aligning.imp...	238
2.5	1	Establish.district..and.building.level.goal.s.....	Establish.district..and.building.level.goal.s.....	Develop.timelines.and.expectations.aligning.imp...	257
2.5	1	Revisit.and.revise.PD.plans.based.on.data.	Revisit.and.revise.PD.plans.based.on.data.	Develop.timelines.and.expectations.aligning.imp...	276
2.5	1	Develop.timelines.and.expectations.aligning.imp...	Develop.timelines.and.expectations.aligning.imp...	Develop.timelines.and.expectations.aligning.imp...	295
2.5	1	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Develop.timelines.and.expectations.aligning.imp...	314
5	1	Teacher_leader_growth_mindset_In_Place	Teacher_leader_growth_mindset_In_Place	Develop.timelines.and.expectations.aligning.imp...	333
8.5	1	Total_amount_in_place	Total_amount_in_place	Develop.timelines.and.expectations.aligning.imp...	352
2.5	1	Form.district.leadership.team..DLT....see.Bluep...	Form.district.leadership.team..DLT....see.Bluep...	Align.implementation.goals.with.CSIP..Comprehen...	3
2.5	1	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Align.implementation.goals.with.CSIP..Comprehen...	22
2.5	1	Designate.building.level.contact.person..for.ea...	Designate.building.level.contact.person..for.ea...	Align.implementation.goals.with.CSIP..Comprehen...	41
2.5	1	Develop.protocol.for.maintaining.ongoing.commun...	Develop.protocol.for.maintaining.ongoing.commun...	Align.implementation.goals.with.CSIP..Comprehen...	60
2.5	1	Develop.a.district.wide.plan.for.consistent.and...	Develop.a.district.wide.plan.for.consistent.and...	Align.implementation.goals.with.CSIP..Comprehen...	79
2.5	1	Identify.a.process.for.monitoring.progress.of.t...	Identify.a.process.for.monitoring.progress.of.t...	Align.implementation.goals.with.CSIP..Comprehen...	98
2.5	1	Administer.Self.Assessment.Practice.Profile.at....	Administer.Self.Assessment.Practice.Profile.at....	Align.implementation.goals.with.CSIP..Comprehen...	117
2.5	1	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Align.implementation.goals.with.CSIP..Comprehen...	136
2.5	1	Use.technology.to.increase.the.quality.and.time...	Use.technology.to.increase.the.quality.and.time...	Align.implementation.goals.with.CSIP..Comprehen...	155
2.5	1	Participate.in.regional..cadre..and.state.event...	Participate.in.regional..cadre..and.state.event...	Align.implementation.goals.with.CSIP..Comprehen...	174
2.5	1	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Align.implementation.goals.with.CSIP..Comprehen...	193
2.5	1	Develop.and.implement.protocol.for.conducting.w...	Develop.and.implement.protocol.for.conducting.w...	Align.implementation.goals.with.CSIP..Comprehen...	212
2.5	1	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Align.implementation.goals.with.CSIP..Comprehen...	231
2.5	1	Establish.district..and.building.level.goal.s.....	Establish.district..and.building.level.goal.s.....	Align.implementation.goals.with.CSIP..Comprehen...	250
2.5	1	Revisit.and.revise.PD.plans.based.on.data.	Revisit.and.revise.PD.plans.based.on.data.	Align.implementation.goals.with.CSIP..Comprehen...	269
2.5	1	Develop.timelines.and.expectations.aligning.imp...	Develop.timelines.and.expectations.aligning.imp...	Align.implementation.goals.with.CSIP..Comprehen...	288
2.5	1	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	307
5	1	Teacher_leader_growth_mindset_In_Place	Teacher_leader_growth_mindset_In_Place	Align.implementation.goals.with.CSIP..Comprehen...	326
8.5	1	Total_amount_in_place	Total_amount_in_place	Align.implementation.goals.with.CSIP..Comprehen...	345
2.5	0	Form.district.leadership.team..DLT....see.Bluep...	Form.district.leadership.team..DLT....see.Bluep...	Teacher_leader_growth_mindset_In_Place	17
2.5	0	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Teacher_leader_growth_mindset_In_Place	36
2.5	0	Designate.building.level.contact.person..for.ea...	Designate.building.level.contact.person..for.ea...	Teacher_leader_growth_mindset_In_Place	55
2.5	0	Develop.protocol.for.maintaining.ongoing.commun...	Develop.protocol.for.maintaining.ongoing.commun...	Teacher_leader_growth_mindset_In_Place	74
2.5	0	Develop.a.district.wide.plan.for.consistent.and...	Develop.a.district.wide.plan.for.consistent.and...	Teacher_leader_growth_mindset_In_Place	93
2.5	0	Identify.a.process.for.monitoring.progress.of.t...	Identify.a.process.for.monitoring.progress.of.t...	Teacher_leader_growth_mindset_In_Place	112
2.5	0	Administer.Self.Assessment.Practice.Profile.at....	Administer.Self.Assessment.Practice.Profile.at....	Teacher_leader_growth_mindset_In_Place	131
2.5	0	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Teacher_leader_growth_mindset_In_Place	150
2.5	0	Use.technology.to.increase.the.quality.and.time...	Use.technology.to.increase.the.quality.and.time...	Teacher_leader_growth_mindset_In_Place	169
2.5	0	Participate.in.regional..cadre..and.state.event...	Participate.in.regional..cadre..and.state.event...	Teacher_leader_growth_mindset_In_Place	188
2.5	0	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Teacher_leader_growth_mindset_In_Place	207
2.5	0	Develop.and.implement.protocol.for.conducting.w...	Develop.and.implement.protocol.for.conducting.w...	Teacher_leader_growth_mindset_In_Place	226
2.5	0	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Teacher_leader_growth_mindset_In_Place	245
2.5	0	Establish.district..and.building.level.goal.s.....	Establish.district..and.building.level.goal.s.....	Teacher_leader_growth_mindset_In_Place	264
2.5	0	Revisit.and.revise.PD.plans.based.on.data.	Revisit.and.revise.PD.plans.based.on.data.	Teacher_leader_growth_mindset_In_Place	283
2.5	0	Develop.timelines.and.expectations.aligning.imp...	Develop.timelines.and.expectations.aligning.imp...	Teacher_leader_growth_mindset_In_Place	302
2.5	0	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Teacher_leader_growth_mindset_In_Place	321
5	0	Teacher_leader_growth_mindset_In_Place	Teacher_leader_growth_mindset_In_Place	Teacher_leader_growth_mindset_In_Place	340
8.5	0	Total_amount_in_place	Total_amount_in_place	Teacher_leader_growth_mindset_In_Place	359
2.5	0	Form.district.leadership.team..DLT....see.Bluep...	Form.district.leadership.team..DLT....see.Bluep...	Total_amount_in_place	18
2.5	0	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Total_amount_in_place	37
2.5	0	Designate.building.level.contact.person..for.ea...	Designate.building.level.contact.person..for.ea...	Total_amount_in_place	56
2.5	0	Develop.protocol.for.maintaining.ongoing.commun...	Develop.protocol.for.maintaining.ongoing.commun...	Total_amount_in_place	75
2.5	0	Develop.a.district.wide.plan.for.consistent.and...	Develop.a.district.wide.plan.for.consistent.and...	Total_amount_in_place	94
2.5	0	Identify.a.process.for.monitoring.progress.of.t...	Identify.a.process.for.monitoring.progress.of.t...	Total_amount_in_place	113
2.5	0	Administer.Self.Assessment.Practice.Profile.at....	Administer.Self.Assessment.Practice.Profile.at....	Total_amount_in_place	132
2.5	0	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Total_amount_in_place	151
2.5	0	Use.technology.to.increase.the.quality.and.time...	Use.technology.to.increase.the.quality.and.time...	Total_amount_in_place	170
2.5	0	Participate.in.regional..cadre..and.state.event...	Participate.in.regional..cadre..and.state.event...	Total_amount_in_place	189
2.5	0	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Support.the.use.of.data..e.g..SAPP..CWIS..to.in...	Total_amount_in_place	208
2.5	0	Develop.and.implement.protocol.for.conducting.w...	Develop.and.implement.protocol.for.conducting.w...	Total_amount_in_place	227
2.5	0	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Total_amount_in_place	246
2.5	0	Establish.district..and.building.level.goal.s.....	Establish.district..and.building.level.goal.s.....	Total_amount_in_place	265
2.5	0	Revisit.and.revise.PD.plans.based.on.data.	Revisit.and.revise.PD.plans.based.on.data.	Total_amount_in_place	284
2.5	0	Develop.timelines.and.expectations.aligning.imp...	Develop.timelines.and.expectations.aligning.imp...	Total_amount_in_place	303
2.5	0	Align.implementation.goals.with.CSIP..Comprehen...	Align.implementation.goals.with.CSIP..Comprehen...	Total_amount_in_place	322
5	0	Teacher_leader_growth_mindset_In_Place	Teacher_leader_growth_mindset_In_Place	Total_amount_in_place	341
8.5	0	Total_amount_in_place	Total_amount_in_place	Total_amount_in_place	360
