fill	x	y	key	clickSelects	showSelected1	group	xmin	xmax	ymin	ymax	colour	size
#FFFFFF	1	20	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	City..Large	137	0.5	1.5	19.5	20.5	#FFFFFF	0
#F7F1FF	1	17	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Rural..Distant	138	0.5	1.5	16.5	17.5	#F7F1FF	0
#FDFBFF	1	19	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Rural..Remote	139	0.5	1.5	18.5	19.5	#FDFBFF	0
#FFF9F6	1	16	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Suburb..Large	140	0.5	1.5	15.5	16.5	#FFF9F6	0
#FFEEE8	1	15	Annually..summarize.district.wide.fidelity.and....	Annually..summarize.district.wide.fidelity.and....	Town..Distant	141	0.5	1.5	14.5	15.5	#FFEEE8	0
#FFFCFB	1	16	City..Large	City..Large	Designate.district.level.contact.person.	142	0.5	1.5	15.5	16.5	#FFFCFB	0
#E5D3FF	1	6	City..Large	City..Large	Administer.implementation.survey..e.g..Collabor...	143	0.5	1.5	5.5	6.5	#E5D3FF	0
#FFF5F1	1	17	City..Large	City..Large	Use.technology.to.increase.the.quality.and.time...	144	0.5	1.5	16.5	17.5	#FFF5F1	0
#FFF7F4	1	18	City..Large	City..Large	Participate.in.regional..cadre..and.state.event...	145	0.5	1.5	17.5	18.5	#FFF7F4	0
#FFFFFF	1	20	City..Large	City..Large	Annually..summarize.district.wide.fidelity.and....	146	0.5	1.5	19.5	20.5	#FFFFFF	0
#FFEDE7	1	16	City..Large	City..Large	Align.implementation.goals.with.CSIP..Comprehen...	147	0.5	1.5	15.5	16.5	#FFEDE7	0
#FFF6F3	1	19	City..Large	City..Large	CFA.avg	148	0.5	1.5	18.5	19.5	#FFF6F3	0
#FFF2ED	1	19	City..Large	City..Large	ETLP.avg	149	0.5	1.5	18.5	19.5	#FFF2ED	0
#FFF9F7	1	19	City..Large	City..Large	DBDM.avg	150	0.5	1.5	18.5	19.5	#FFF9F7	0
#FFFFFF	1	20	City..Large	City..Large	PD.avg	151	0.5	1.5	19.5	20.5	#FFFFFF	0
#FBF7FF	1	18	City..Large	City..Large	Leadership.avg	152	0.5	1.5	17.5	18.5	#FBF7FF	0
#FFEBE4	1	18	City..Large	City..Large	Total.Students..All.Grades..Excludes.AE...Public.School..mean	153	0.5	1.5	17.5	18.5	#FFEBE4	0
#FFE5DB	1	18	City..Large	City..Large	Total.Students..All.Grades..Excludes.AE...Public.School..sd	154	0.5	1.5	17.5	18.5	#FFE5DB	0
#FFF2EE	1	18	City..Large	City..Large	Total.Students..All.Grades..Excludes.AE...Public.School..median	155	0.5	1.5	17.5	18.5	#FFF2EE	0
#FAF7FF	1	15	City..Large	City..Large	Full.Time.Equivalent..FTE..Teachers..Public.School..min	156	0.5	1.5	14.5	15.5	#FAF7FF	0
#FFDACC	1	17	City..Large	City..Large	Full.Time.Equivalent..FTE..Teachers..Public.School..max	157	0.5	1.5	16.5	17.5	#FFDACC	0
#FFE6DD	1	17	City..Large	City..Large	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	158	0.5	1.5	16.5	17.5	#FFE6DD	0
#FFDBCE	1	15	City..Large	City..Large	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	159	0.5	1.5	14.5	15.5	#FFDBCE	0
#FFF0EA	1	17	City..Large	City..Large	Full.Time.Equivalent..FTE..Teachers..Public.School..median	160	0.5	1.5	16.5	17.5	#FFF0EA	0
#FBF7FF	1	15	City..Large	City..Large	Pupil.Teacher.Ratio..Public.School..min	161	0.5	1.5	14.5	15.5	#FBF7FF	0
#FFF9F7	1	20	City..Large	City..Large	Pupil.Teacher.Ratio..Public.School..max	162	0.5	1.5	19.5	20.5	#FFF9F7	0
#FFF9F7	1	19	City..Large	City..Large	Pupil.Teacher.Ratio..Public.School..mean	163	0.5	1.5	18.5	19.5	#FFF9F7	0
#FFFDFC	1	19	City..Large	City..Large	Pupil.Teacher.Ratio..Public.School..sd	164	0.5	1.5	18.5	19.5	#FFFDFC	0
#FFF7F3	1	19	City..Large	City..Large	Pupil.Teacher.Ratio..Public.School..median	165	0.5	1.5	18.5	19.5	#FFF7F3	0
#FFC0AB	1	9	City..Large	City..Large	Free.Lunch.Eligible.mean	166	0.5	1.5	8.5	9.5	#FFC0AB	0
#FFAF96	1	8	City..Large	City..Large	Free.Lunch.Eligible.sd	167	0.5	1.5	7.5	8.5	#FFAF96	0
#FFCFBE	1	11	City..Large	City..Large	Free.Lunch.Eligible.median	168	0.5	1.5	10.5	11.5	#FFCFBE	0
#FFE7DE	1	13	City..Large	City..Large	Reduced.Lunch.Eligible.min	169	0.5	1.5	12.5	13.5	#FFE7DE	0
#FFD5C6	1	12	City..Large	City..Large	Reduced.Lunch.Eligible.mean	170	0.5	1.5	11.5	12.5	#FFD5C6	0
#FFCFBF	1	11	City..Large	City..Large	Reduced.Lunch.Eligible.sd	171	0.5	1.5	10.5	11.5	#FFCFBF	0
#FFD7C9	1	12	City..Large	City..Large	Reduced.Lunch.Eligible.median	172	0.5	1.5	11.5	12.5	#FFD7C9	0
#FFEBE4	1	18	City..Large	City..Large	Total.Students.mean	173	0.5	1.5	17.5	18.5	#FFEBE4	0
#FFE5DB	1	18	City..Large	City..Large	Total.Students.sd	174	0.5	1.5	17.5	18.5	#FFE5DB	0
#FFF2EE	1	18	City..Large	City..Large	Total.Students.median	175	0.5	1.5	17.5	18.5	#FFF2EE	0
#FFC6B2	1	10	City..Large	City..Large	Free.and.Reduced.Lunch.Students..Public.School..mean	176	0.5	1.5	9.5	10.5	#FFC6B2	0
#FFB9A3	1	8	City..Large	City..Large	Free.and.Reduced.Lunch.Students..Public.School..sd	177	0.5	1.5	7.5	8.5	#FFB9A3	0
#FFD4C6	1	12	City..Large	City..Large	Free.and.Reduced.Lunch.Students..Public.School..median	178	0.5	1.5	11.5	12.5	#FFD4C6	0
#FFD2C2	1	7	City..Large	City..Large	Free.Reduced.Lunch.Rate.min	179	0.5	1.5	6.5	7.5	#FFD2C2	0
#FFD8CA	1	5	City..Large	City..Large	Free.Reduced.Lunch.Rate.max	180	0.5	1.5	4.5	5.5	#FFD8CA	0
#FFD4C5	1	6	City..Large	City..Large	Free.Reduced.Lunch.Rate.mean	181	0.5	1.5	5.5	6.5	#FFD4C5	0
#F1E6FF	1	10	City..Large	City..Large	Free.Reduced.Lunch.Rate.sd	182	0.5	1.5	9.5	10.5	#F1E6FF	0
#FFD6C8	1	6	City..Large	City..Large	Free.Reduced.Lunch.Rate.median	183	0.5	1.5	5.5	6.5	#FFD6C8	0
#FF0000	1	1	City..Large	City..Large	City..Large	184	0.5	1.5	0.5	1.5	#FF0000	0
#F3E9FF	1	15	City..Large	City..Large	Rural..Distant	185	0.5	1.5	14.5	15.5	#F3E9FF	0
#F6EFFF	1	16	City..Large	City..Large	Rural..Remote	186	0.5	1.5	15.5	16.5	#F6EFFF	0
#FCF9FF	1	17	City..Large	City..Large	Suburb..Large	187	0.5	1.5	16.5	17.5	#FCF9FF	0
#F9F3FF	1	19	City..Large	City..Large	Town..Distant	188	0.5	1.5	18.5	19.5	#F9F3FF	0
#FF0000	1	1	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Designate.district.level.contact.person.	189	0.5	1.5	0.5	1.5	#FF0000	0
#FFF3EE	1	13	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Administer.implementation.survey..e.g..Collabor...	190	0.5	1.5	12.5	13.5	#FFF3EE	0
#FFEEE8	1	16	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Use.technology.to.increase.the.quality.and.time...	191	0.5	1.5	15.5	16.5	#FFEEE8	0
#FFEDE6	1	15	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Participate.in.regional..cadre..and.state.event...	192	0.5	1.5	14.5	15.5	#FFEDE6	0
#FFF3EE	1	16	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Annually..summarize.district.wide.fidelity.and....	193	0.5	1.5	15.5	16.5	#FFF3EE	0
#FFEDE7	1	15	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Align.implementation.goals.with.CSIP..Comprehen...	194	0.5	1.5	14.5	15.5	#FFEDE7	0
#FEFDFF	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	CFA.avg	195	0.5	1.5	19.5	20.5	#FEFDFF	0
#F9F5FF	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	ETLP.avg	196	0.5	1.5	19.5	20.5	#F9F5FF	0
#FFFFFF	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	DBDM.avg	197	0.5	1.5	19.5	20.5	#FFFFFF	0
#FFFEFE	1	19	Designate.district.level.contact.person.	Designate.district.level.contact.person.	PD.avg	198	0.5	1.5	18.5	19.5	#FFFEFE	0
#FFF5F2	1	17	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Leadership.avg	199	0.5	1.5	16.5	17.5	#FFF5F2	0
#FFFEFD	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Total.Students..All.Grades..Excludes.AE...Public.School..mean	200	0.5	1.5	19.5	20.5	#FFFEFD	0
#FFF2ED	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Total.Students..All.Grades..Excludes.AE...Public.School..sd	201	0.5	1.5	19.5	20.5	#FFF2ED	0
#FFFFFF	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Total.Students..All.Grades..Excludes.AE...Public.School..median	202	0.5	1.5	19.5	20.5	#FFFFFF	0
#F5EDFF	1	9	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Full.Time.Equivalent..FTE..Teachers..Public.School..min	203	0.5	1.5	8.5	9.5	#F5EDFF	0
#FFF9F7	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Full.Time.Equivalent..FTE..Teachers..Public.School..max	204	0.5	1.5	19.5	20.5	#FFF9F7	0
#FFFFFF	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	205	0.5	1.5	19.5	20.5	#FFFFFF	0
#FFF4F0	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	206	0.5	1.5	19.5	20.5	#FFF4F0	0
#FFFFFF	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Full.Time.Equivalent..FTE..Teachers..Public.School..median	207	0.5	1.5	19.5	20.5	#FFFFFF	0
#F5EEFF	1	10	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Pupil.Teacher.Ratio..Public.School..min	208	0.5	1.5	9.5	10.5	#F5EEFF	0
#FFF9F7	1	19	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Pupil.Teacher.Ratio..Public.School..max	209	0.5	1.5	18.5	19.5	#FFF9F7	0
#FCFAFF	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Pupil.Teacher.Ratio..Public.School..mean	210	0.5	1.5	19.5	20.5	#FCFAFF	0
#FFF1EC	1	15	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Pupil.Teacher.Ratio..Public.School..sd	211	0.5	1.5	14.5	15.5	#FFF1EC	0
#FDFCFF	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Pupil.Teacher.Ratio..Public.School..median	212	0.5	1.5	19.5	20.5	#FDFCFF	0
#FFF9F7	1	19	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Free.Lunch.Eligible.mean	213	0.5	1.5	18.5	19.5	#FFF9F7	0
#FFF6F3	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Free.Lunch.Eligible.sd	214	0.5	1.5	19.5	20.5	#FFF6F3	0
#FFFDFC	1	19	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Free.Lunch.Eligible.median	215	0.5	1.5	18.5	19.5	#FFFDFC	0
#FFFFFF	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Reduced.Lunch.Eligible.min	216	0.5	1.5	19.5	20.5	#FFFFFF	0
#FFF8F6	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Reduced.Lunch.Eligible.mean	217	0.5	1.5	19.5	20.5	#FFF8F6	0
#FFF2ED	1	19	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Reduced.Lunch.Eligible.sd	218	0.5	1.5	18.5	19.5	#FFF2ED	0
#FFF9F7	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Reduced.Lunch.Eligible.median	219	0.5	1.5	19.5	20.5	#FFF9F7	0
#FFFEFD	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Total.Students.mean	220	0.5	1.5	19.5	20.5	#FFFEFD	0
#FFF2ED	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Total.Students.sd	221	0.5	1.5	19.5	20.5	#FFF2ED	0
#FFFFFF	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Total.Students.median	222	0.5	1.5	19.5	20.5	#FFFFFF	0
#FFFBF9	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Free.and.Reduced.Lunch.Students..Public.School..mean	223	0.5	1.5	19.5	20.5	#FFFBF9	0
#FFF4F0	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Free.and.Reduced.Lunch.Students..Public.School..sd	224	0.5	1.5	19.5	20.5	#FFF4F0	0
#FFFEFD	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Free.and.Reduced.Lunch.Students..Public.School..median	225	0.5	1.5	19.5	20.5	#FFFEFD	0
#FFF3EF	1	12	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Free.Reduced.Lunch.Rate.min	226	0.5	1.5	11.5	12.5	#FFF3EF	0
#FFFBF9	1	19	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Free.Reduced.Lunch.Rate.max	227	0.5	1.5	18.5	19.5	#FFFBF9	0
#FFF9F7	1	14	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Free.Reduced.Lunch.Rate.mean	228	0.5	1.5	13.5	14.5	#FFF9F7	0
#EEE2FF	1	8	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Free.Reduced.Lunch.Rate.sd	229	0.5	1.5	7.5	8.5	#EEE2FF	0
#FFFDFD	1	17	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Free.Reduced.Lunch.Rate.median	230	0.5	1.5	16.5	17.5	#FFFDFD	0
#FFFCFB	1	19	Designate.district.level.contact.person.	Designate.district.level.contact.person.	City..Large	231	0.5	1.5	18.5	19.5	#FFFCFB	0
#ECDDFF	1	13	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Rural..Distant	232	0.5	1.5	12.5	13.5	#ECDDFF	0
#FDFBFF	1	18	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Rural..Remote	233	0.5	1.5	17.5	18.5	#FDFBFF	0
#FFFBF9	1	18	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Suburb..Large	234	0.5	1.5	17.5	18.5	#FFFBF9	0
#FFF8F5	1	20	Designate.district.level.contact.person.	Designate.district.level.contact.person.	Town..Distant	235	0.5	1.5	19.5	20.5	#FFF8F5	0
#FFFDFC	1	17	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Designate.district.level.contact.person.	283	0.5	1.5	16.5	17.5	#FFFDFC	0
#FFF9F7	1	20	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Administer.implementation.survey..e.g..Collabor...	284	0.5	1.5	19.5	20.5	#FFF9F7	0
#FFE9E2	1	13	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Use.technology.to.increase.the.quality.and.time...	285	0.5	1.5	12.5	13.5	#FFE9E2	0
#FFE2D8	1	12	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Participate.in.regional..cadre..and.state.event...	286	0.5	1.5	11.5	12.5	#FFE2D8	0
#FFE7DE	1	10	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Annually..summarize.district.wide.fidelity.and....	287	0.5	1.5	9.5	10.5	#FFE7DE	0
#FFE2D7	1	12	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Align.implementation.goals.with.CSIP..Comprehen...	288	0.5	1.5	11.5	12.5	#FFE2D7	0
#FFC1AC	1	3	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	CFA.avg	289	0.5	1.5	2.5	3.5	#FFC1AC	0
#FFC6B3	1	3	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	ETLP.avg	290	0.5	1.5	2.5	3.5	#FFC6B3	0
#FFC2AE	1	4	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	DBDM.avg	291	0.5	1.5	3.5	4.5	#FFC2AE	0
#FFE0D5	1	5	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	PD.avg	292	0.5	1.5	4.5	5.5	#FFE0D5	0
#FFD7C9	1	6	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Leadership.avg	293	0.5	1.5	5.5	6.5	#FFD7C9	0
#FF8868	1	6	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Total.Students..All.Grades..Excludes.AE...Public.School..mean	294	0.5	1.5	5.5	6.5	#FF8868	0
#FFA489	1	7	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Total.Students..All.Grades..Excludes.AE...Public.School..sd	295	0.5	1.5	6.5	7.5	#FFA489	0
#FF8362	1	5	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Total.Students..All.Grades..Excludes.AE...Public.School..median	296	0.5	1.5	4.5	5.5	#FF8362	0
#FFBDA8	1	4	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Full.Time.Equivalent..FTE..Teachers..Public.School..min	297	0.5	1.5	3.5	4.5	#FFBDA8	0
#FF9A7D	1	8	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Full.Time.Equivalent..FTE..Teachers..Public.School..max	298	0.5	1.5	7.5	8.5	#FF9A7D	0
#FF8464	1	5	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	299	0.5	1.5	4.5	5.5	#FF8464	0
#FFA286	1	7	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	300	0.5	1.5	6.5	7.5	#FFA286	0
#FF8261	1	4	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Full.Time.Equivalent..FTE..Teachers..Public.School..median	301	0.5	1.5	3.5	4.5	#FF8261	0
#EFE2FF	1	8	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Pupil.Teacher.Ratio..Public.School..min	302	0.5	1.5	7.5	8.5	#EFE2FF	0
#FFB29A	1	7	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Pupil.Teacher.Ratio..Public.School..max	303	0.5	1.5	6.5	7.5	#FFB29A	0
#FFAE95	1	4	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Pupil.Teacher.Ratio..Public.School..mean	304	0.5	1.5	3.5	4.5	#FFAE95	0
#FFD2C3	1	6	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Pupil.Teacher.Ratio..Public.School..sd	305	0.5	1.5	5.5	6.5	#FFD2C3	0
#FFA184	1	5	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Pupil.Teacher.Ratio..Public.School..median	306	0.5	1.5	4.5	5.5	#FFA184	0
#FF1B0A	1	1	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Free.Lunch.Eligible.mean	307	0.5	1.5	0.5	1.5	#FF1B0A	0
#FF6F4D	1	5	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Free.Lunch.Eligible.sd	308	0.5	1.5	4.5	5.5	#FF6F4D	0
#FF0000	1	1	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	309	0.5	1.5	0.5	1.5	#FF0000	0
#FF8363	1	2	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Reduced.Lunch.Eligible.min	310	0.5	1.5	1.5	2.5	#FF8363	0
#FF6D4C	1	2	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Reduced.Lunch.Eligible.mean	311	0.5	1.5	1.5	2.5	#FF6D4C	0
#FF8868	1	5	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Reduced.Lunch.Eligible.sd	312	0.5	1.5	4.5	5.5	#FF8868	0
#FF6D4C	1	2	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Reduced.Lunch.Eligible.median	313	0.5	1.5	1.5	2.5	#FF6D4C	0
#FF8868	1	6	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Total.Students.mean	314	0.5	1.5	5.5	6.5	#FF8868	0
#FFA489	1	7	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Total.Students.sd	315	0.5	1.5	6.5	7.5	#FFA489	0
#FF8362	1	5	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Total.Students.median	316	0.5	1.5	4.5	5.5	#FF8362	0
#FF240F	1	1	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Free.and.Reduced.Lunch.Students..Public.School..mean	317	0.5	1.5	0.5	1.5	#FF240F	0
#FF7756	1	5	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Free.and.Reduced.Lunch.Students..Public.School..sd	318	0.5	1.5	4.5	5.5	#FF7756	0
#FF1306	1	1	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Free.and.Reduced.Lunch.Students..Public.School..median	319	0.5	1.5	0.5	1.5	#FF1306	0
#FFA98F	1	1	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Free.Reduced.Lunch.Rate.min	320	0.5	1.5	0.5	1.5	#FFA98F	0
#FF8E6F	1	1	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Free.Reduced.Lunch.Rate.max	321	0.5	1.5	0.5	1.5	#FF8E6F	0
#FF9779	1	1	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Free.Reduced.Lunch.Rate.mean	322	0.5	1.5	0.5	1.5	#FF9779	0
#FFF7F3	1	18	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Free.Reduced.Lunch.Rate.sd	323	0.5	1.5	17.5	18.5	#FFF7F3	0
#FF9678	1	1	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Free.Reduced.Lunch.Rate.median	324	0.5	1.5	0.5	1.5	#FF9678	0
#FFCFBE	1	4	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	City..Large	325	0.5	1.5	3.5	4.5	#FFCFBE	0
#D9BFFF	1	7	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Rural..Distant	326	0.5	1.5	6.5	7.5	#D9BFFF	0
#DDC6FF	1	7	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Rural..Remote	327	0.5	1.5	6.5	7.5	#DDC6FF	0
#FFFEFD	1	20	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Suburb..Large	328	0.5	1.5	19.5	20.5	#FFFEFD	0
#FFBFAA	1	2	Free.Lunch.Eligible.median	Free.Lunch.Eligible.median	Town..Distant	329	0.5	1.5	1.5	2.5	#FFBFAA	0
#FFF6F3	1	12	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Designate.district.level.contact.person.	330	0.5	1.5	11.5	12.5	#FFF6F3	0
#FFF4EF	1	15	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Administer.implementation.survey..e.g..Collabor...	331	0.5	1.5	14.5	15.5	#FFF4EF	0
#FFE1D7	1	10	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Use.technology.to.increase.the.quality.and.time...	332	0.5	1.5	9.5	10.5	#FFE1D7	0
#FFD9CB	1	9	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Participate.in.regional..cadre..and.state.event...	333	0.5	1.5	8.5	9.5	#FFD9CB	0
#FFE4DA	1	8	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Annually..summarize.district.wide.fidelity.and....	334	0.5	1.5	7.5	8.5	#FFE4DA	0
#FFCFBF	1	9	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Align.implementation.goals.with.CSIP..Comprehen...	335	0.5	1.5	8.5	9.5	#FFCFBF	0
#FFCFBE	1	9	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	CFA.avg	336	0.5	1.5	8.5	9.5	#FFCFBE	0
#FFD5C7	1	7	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	ETLP.avg	337	0.5	1.5	6.5	7.5	#FFD5C7	0
#FFD3C3	1	11	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	DBDM.avg	338	0.5	1.5	10.5	11.5	#FFD3C3	0
#FFF3EF	1	15	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	PD.avg	339	0.5	1.5	14.5	15.5	#FFF3EF	0
#FFEEE7	1	16	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Leadership.avg	340	0.5	1.5	15.5	16.5	#FFEEE7	0
#FF8A6A	1	7	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Total.Students..All.Grades..Excludes.AE...Public.School..mean	341	0.5	1.5	6.5	7.5	#FF8A6A	0
#FF6544	1	4	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Total.Students..All.Grades..Excludes.AE...Public.School..sd	342	0.5	1.5	3.5	4.5	#FF6544	0
#FF9E81	1	7	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Total.Students..All.Grades..Excludes.AE...Public.School..median	343	0.5	1.5	6.5	7.5	#FF9E81	0
#FEFCFF	1	18	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Full.Time.Equivalent..FTE..Teachers..Public.School..min	344	0.5	1.5	17.5	18.5	#FEFCFF	0
#FF6C4B	1	6	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Full.Time.Equivalent..FTE..Teachers..Public.School..max	345	0.5	1.5	5.5	6.5	#FF6C4B	0
#FF8A6B	1	7	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	346	0.5	1.5	6.5	7.5	#FF8A6B	0
#FF6140	1	4	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	347	0.5	1.5	3.5	4.5	#FF6140	0
#FF9D80	1	7	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Full.Time.Equivalent..FTE..Teachers..Public.School..median	348	0.5	1.5	6.5	7.5	#FF9D80	0
#D3B6FF	1	4	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Pupil.Teacher.Ratio..Public.School..min	349	0.5	1.5	3.5	4.5	#D3B6FF	0
#FFA88E	1	5	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Pupil.Teacher.Ratio..Public.School..max	350	0.5	1.5	4.5	5.5	#FFA88E	0
#FFBCA6	1	8	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Pupil.Teacher.Ratio..Public.School..mean	351	0.5	1.5	7.5	8.5	#FFBCA6	0
#FFBCA6	1	4	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Pupil.Teacher.Ratio..Public.School..sd	352	0.5	1.5	3.5	4.5	#FFBCA6	0
#FFAB91	1	7	Free.Lunch.Eligible.sd	Free.Lunch.Eligible.sd	Pupil.Teacher.Ratio..Public.School..median	353	0.5	1.5	6.5	7.5	#FFAB91	0
